Hg,Hi,Hm,Hp,He,Ib-FDTD,Ir-FDTD,It-FDTD,Ib-CPN,Ir-CPN,It-CPN
20,40,250,30,15,17.1751,6.4475,17.4826,17.2562,6.2638,17.675
100,20,160,30,20,19.2803,6.7073,15.7237,19.1676,6.4383,15.5944
90,40,250,25,35,16.5895,6.1916,18.1355,16.6118,6.158,18.3702
40,40,250,15,20,17.2057,5.714,19.0743,17.1675,5.6929,19.3093
70,40,250,15,15,17.8228,5.0001,19.6394,17.9197,5.2292,19.6851
50,60,250,15,25,17.2597,6.1541,20.623,17.1369,6.2817,20.3992
60,30,250,25,15,17.635,5.2699,18.5628,17.6136,5.3228,18.7087
20,40,250,35,20,17.0438,6.4001,16.6462,17.1392,6.3782,16.7839
50,40,250,35,30,16.7601,6.4791,18.329,16.712,6.3951,18.0307
70,40,170,20,15,19.1159,6.1915,16.266,18.9363,6.2881,16.616
40,30,160,15,25,18.3,7.6944,16.6241,18.2324,7.6187,16.894
80,20,250,15,35,16.4476,5.8686,19.7824,16.5167,5.9139,19.8501
50,50,160,35,20,18.6292,7.7876,14.771,18.5318,7.5855,14.6041
60,50,250,35,20,17.5697,6.1269,16.42,17.6021,5.8684,16.5345
90,20,160,35,20,19.2585,6.5933,15.364,19.0024,6.598,15.3066
20,60,230,30,30,17.0611,7.2739,17.6298,16.9903,7.2086,17.4559
30,30,160,35,25,18.2435,7.7055,14.4675,18.1794,7.6731,14.8139
40,40,160,30,20,18.6212,7.6261,15.2975,18.6669,7.4349,14.9865
60,30,160,35,20,18.9605,6.97,15.1803,18.8754,6.8995,14.9475
10,40,250,15,15,16.9452,6.4129,19.2321,17.0758,6.4452,19.2351
90,40,250,25,15,17.8887,5.4017,18.1634,17.9251,5.3174,18.4152
50,60,250,25,25,17.2618,6.4891,19.3779,17.2502,6.5286,19.0681
100,40,160,30,25,18.6704,7.0936,15.3011,18.5973,6.8152,15.3458
70,50,250,25,30,16.9806,6.0235,19.4115,16.9575,6.0956,19.0683
40,50,230,30,30,17.2435,6.6427,18.0343,17.0741,6.5692,17.6891
50,60,160,35,35,17.6324,8.3465,14.8947,17.7269,8.0646,14.6285
60,60,250,25,20,17.6248,6.19,17.2985,17.6668,5.933,17.4575
60,60,170,30,15,18.6665,7.1643,14.8614,18.5319,7.082,15.1296
60,20,160,25,25,18.7559,6.9402,15.8548,18.6545,6.7387,16.1231
70,20,250,15,15,17.6126,5.0926,19.904,17.7941,5.2708,19.7628
40,50,250,25,30,16.7336,6.5506,19.2174,16.6232,6.6261,19.0624
50,60,250,15,20,17.5538,5.8459,18.5316,17.4108,5.8874,18.626
30,30,250,35,25,16.7405,6.3741,18.9398,16.8454,6.406,18.6527
70,40,160,25,25,18.787,6.9088,15.7972,18.5422,6.8513,16.0436
70,60,160,20,25,18.5218,7.286,16.0852,18.3522,7.3078,16.4309
10,50,250,30,20,16.9715,6.7475,16.8935,17.0471,6.5998,17.1485
50,20,250,15,20,17.0689,5.7522,19.2838,17.2203,5.5462,19.4391
70,60,250,25,15,17.874,5.7265,17.7691,17.9288,5.6171,17.8949
70,30,250,25,15,17.7503,5.1957,18.5347,17.7761,5.2309,18.777
10,20,180,35,35,17.1159,8.0615,15.7165,17.1658,7.8838,15.3809
10,60,250,30,30,16.4756,7.3297,18.2236,16.5715,7.2303,18.2305
10,40,250,30,20,16.9036,6.4631,17.1967,16.881,6.5009,17.3769
60,40,250,15,15,17.7088,5.1002,19.6559,17.703,5.3135,19.6747
100,30,160,20,25,19.03,6.7311,16.3326,18.8256,6.6513,16.4855
90,30,160,30,30,18.6228,6.8251,15.0902,18.4557,6.7742,15.399
60,20,160,35,20,19.0039,6.835,15.2604,18.9368,6.6889,15.1712
100,30,250,30,35,16.5195,6.4877,17.6058,16.5946,6.3643,17.8879
80,50,160,30,30,18.2605,7.2583,14.9091,18.2205,7.195,15.2114
20,30,250,30,25,16.5375,6.6305,19.467,16.6374,6.6608,19.1579
30,40,250,30,20,17.1478,6.2218,17.1968,17.1964,6.1228,17.3136
40,50,250,35,25,17.1085,6.7396,18.2732,17.0805,6.6701,18.1087
70,60,230,35,30,17.3879,6.703,17.2689,17.2258,6.6509,16.9884
100,40,250,35,20,17.5337,5.9677,16.545,17.6857,5.9874,16.7317
30,30,250,20,20,16.9169,6.1493,18.4923,17.0366,6.0018,18.6668
50,50,250,35,25,17.1979,6.5762,18.3252,17.174,6.4838,18.0682
90,20,250,30,15,17.813,5.4577,17.9233,17.888,5.4235,18.2453
40,60,250,30,30,16.8247,6.9392,18.2408,16.7503,6.9712,18.1821
100,40,160,25,20,18.988,6.831,16.1997,19.0255,6.6366,15.8661
40,20,250,30,35,15.9548,6.5808,18.0164,16.2603,6.4497,18.2842
20,40,250,30,20,16.9907,6.4063,17.1609,17.0003,6.3863,17.3207
60,60,250,30,35,16.5626,6.8813,17.0669,16.6634,6.6917,17.409
80,40,160,25,25,18.8247,6.8149,15.8449,18.5958,6.7804,16.0336
30,60,250,30,15,17.5833,6.6766,16.9238,17.52,6.4941,17.1481
40,30,250,20,15,17.2849,5.6559,19.0556,17.3625,5.6627,19.0954
80,60,250,30,20,17.593,6.0517,16.7887,17.672,5.8981,16.9595
100,40,180,35,25,18.4157,6.3307,15.586,18.5795,6.3829,15.9021
50,30,180,35,25,18.4362,6.3188,15.6295,18.5914,6.3064,15.9747
40,40,250,25,20,17.2531,6.1085,17.8017,17.2804,5.8379,17.9565
10,40,160,35,15,18.168,8.2898,14.931,18.2523,8.0615,14.5914
20,20,160,35,20,18.0889,8.2546,14.7573,18.0369,7.9472,14.4658
40,40,160,35,15,18.762,7.5529,15.1408,18.6743,7.4423,14.8715
90,20,160,30,25,19.0657,6.682,15.4785,18.8428,6.4357,15.3409
30,30,160,35,20,18.4352,7.8252,14.8168,18.4457,7.6212,14.5651
70,20,160,35,25,18.9125,6.6029,14.9611,18.7956,6.4957,15.1822
60,60,250,30,15,17.8348,6.1187,17.0963,17.847,5.8971,17.1905
70,60,170,15,15,18.8905,6.5143,16.5906,18.6822,6.718,16.9374
90,50,250,25,15,17.8667,5.5592,17.961,17.8823,5.4533,18.1732
40,40,160,30,25,18.4014,7.8438,14.9149,18.3173,7.4992,15.1752
80,60,250,35,35,16.5058,6.6622,16.6178,16.6085,6.8627,16.813
30,50,250,20,25,16.9095,6.5974,20.3854,16.8921,6.5547,20.0619
20,50,220,30,35,16.8325,7.4043,17.4106,16.6427,7.2462,17.0697
90,50,170,30,15,18.8271,6.6233,15.1354,18.8231,6.4575,15.377
80,60,170,30,15,18.6535,6.9011,15.0051,18.661,6.7564,15.3516
80,30,250,15,20,17.6058,5.1936,19.2424,17.6962,5.2304,19.4179
100,50,160,20,25,18.6253,7.0892,16.2049,18.5414,6.9634,16.4181
70,60,250,30,30,16.9521,6.4689,18.4437,16.9195,6.5079,18.2357
20,20,160,35,35,17.4393,8.3359,15.0756,17.4559,8.0902,14.8721
90,20,250,20,35,16.5091,6.1398,18.9562,16.5358,6.0226,19.2944
90,40,190,35,15,18.8357,5.6854,15.4753,18.84,5.7562,15.816
30,40,160,30,20,18.434,7.9278,15.1798,18.4254,7.8447,14.8715
80,50,170,30,15,18.8792,6.5616,15.1646,18.7922,6.4978,15.4505
10,40,250,35,20,16.8754,6.6079,16.5978,16.99,6.4875,16.8353
10,30,250,25,15,16.9053,6.4709,18.1853,16.9507,6.493,18.4048
20,50,160,30,15,18.3569,8.4254,15.2398,18.3089,8.2063,14.893
10,60,250,15,20,16.9518,6.6726,18.3835,17.0498,6.5558,18.7193
70,50,170,30,15,18.8774,6.6829,15.1005,18.7104,6.6613,15.4055
90,40,180,30,30,18.2489,6.3526,15.8103,18.2461,6.4757,16.1535
100,60,250,30,20,17.4361,6.2396,16.7262,17.669,6.125,16.8456
60,30,250,15,20,17.3697,5.2873,19.3561,17.3811,5.3277,19.4588
20,60,250,20,25,16.8752,7.0949,19.8877,16.9088,6.9658,19.7438
100,50,170,30,15,18.7407,6.7176,15.1005,18.8045,6.5427,15.2345
80,30,250,25,15,17.8301,5.2169,18.4551,17.8884,5.2532,18.7432
70,20,170,30,15,19.2221,6.0691,15.4174,19.0193,6.1279,15.687
60,40,180,35,30,18.1741,6.4584,15.3258,18.143,6.5709,15.6716
60,60,250,20,20,17.6356,5.8935,17.9275,17.6107,5.7987,18.0301
90,20,250,25,15,17.8239,5.3718,18.4287,17.8766,5.3283,18.7479
100,40,160,20,25,18.8397,6.8408,16.3143,18.6804,6.812,16.451
80,30,250,15,35,16.5511,5.7597,19.6968,16.6014,5.8576,19.8335
10,50,250,35,15,17.2177,6.6329,16.6819,17.2772,6.4891,16.9419
50,60,160,20,20,18.64,7.6621,16.2411,18.6435,7.6182,15.9671
80,20,160,25,25,19.0348,6.6548,15.9251,18.8081,6.5715,16.1024
60,50,160,30,30,18.2375,7.5155,14.7686,18.1156,7.4997,15.1002
50,60,230,35,30,17.3523,6.9789,17.1546,17.2424,6.7869,16.8907
10,60,180,35,35,17.1795,8.4038,15.3166,17.4161,8.0848,15.111
60,60,250,35,35,16.5291,6.8504,16.5242,16.6456,6.8512,16.8069
40,50,250,30,30,16.7472,6.6651,18.5872,16.6298,6.7185,18.4286
50,30,200,15,25,18.0932,6.1086,18.4633,18.0629,6.2657,18.7895
50,30,160,35,25,18.6042,7.121,14.7115,18.5288,6.9977,14.9527
100,60,170,25,15,18.5636,6.8891,15.4627,18.6861,6.7437,15.7219
80,30,250,20,35,16.5367,5.8531,19.0734,16.5563,5.9082,19.3804
90,60,160,15,25,18.5683,7.1156,16.7013,18.5417,7.068,17.0461
100,20,160,20,25,19.1438,6.7639,16.2974,18.8598,6.6233,16.5135
50,30,250,35,15,17.5454,5.581,17.3125,17.6396,5.6916,17.4687
60,20,250,20,20,17.264,5.4973,18.8249,17.3917,5.342,18.9152
30,40,250,25,20,17.1082,6.269,17.7804,17.1027,6.04,17.9141
30,40,160,20,20,18.3742,7.9392,16.3155,18.3753,7.8424,15.9809
10,20,250,30,25,16.2497,7.2272,19.2981,16.3975,6.9773,19.1683
10,20,220,25,20,17.1915,7.5541,17.6642,17.273,7.2099,17.3748
100,50,250,25,35,16.5325,6.4635,17.8591,16.5776,6.4491,18.0761
10,40,250,25,15,16.9741,6.447,18.0613,17.0687,6.3433,18.3428
30,60,230,30,30,17.1811,7.1272,17.6441,17.0992,7.0295,17.453
20,40,250,35,30,16.3757,7.0407,18.1675,16.4092,6.8869,18.053
100,30,160,35,25,18.7997,6.7804,14.909,18.7073,6.7038,14.9743
10,60,250,20,15,17.1915,6.5955,18.1894,17.3202,6.4677,18.3658
70,20,250,15,20,17.3891,5.3512,19.3698,17.5203,5.2846,19.5043
100,50,250,35,35,16.4345,6.6374,16.7349,16.5869,6.8333,16.9164
10,50,250,35,30,16.3729,7.3021,17.9309,16.5017,7.1144,17.8363
40,30,250,20,20,17.0866,5.8341,18.6182,17.1576,5.753,18.7369
50,50,250,25,20,17.4984,6.1037,17.5593,17.4481,5.8462,17.6701
50,20,160,35,25,18.6211,6.9875,14.7959,18.6424,6.7291,15.0019
10,40,230,25,30,16.6813,6.9929,18.7686,16.5038,7.013,18.4285
70,40,250,15,35,16.5648,5.7565,19.6033,16.6399,5.8314,19.8547
60,50,250,30,30,16.9141,6.3459,18.6852,16.8522,6.3532,18.462
40,40,250,35,25,17.0102,6.4671,18.6202,16.9764,6.4189,18.3855
50,50,250,35,15,17.7324,6.0386,16.7431,17.6401,5.9182,16.8959
70,40,250,35,20,17.5762,5.8172,16.6917,17.7047,5.6258,16.9046
90,60,160,35,20,18.4019,7.5665,14.953,18.4615,7.2329,14.7135
90,20,250,15,20,17.6069,5.4882,19.09,17.6136,5.2956,19.3416
50,50,250,30,35,16.4601,6.8061,17.3006,16.4374,6.604,17.6479
80,30,160,20,25,19.0124,6.5745,16.4539,18.8398,6.6052,16.7027
10,30,250,30,30,16.1232,6.855,19.0385,16.1215,6.9688,18.7664
10,20,220,35,20,17.3492,7.0767,16.887,17.378,6.8367,16.5587
20,60,250,35,20,17.2744,6.9341,16.0668,17.3332,6.8299,16.3971
100,40,160,35,20,18.824,7.0627,15.1547,18.8633,6.9168,14.9228
30,30,160,30,25,18.1936,7.9603,14.9487,18.1246,7.6818,15.2502
20,30,250,30,15,17.0515,6.2391,17.7682,17.1134,6.2381,17.8936
100,40,250,30,35,16.5204,6.5436,17.4542,16.542,6.4775,17.6928
100,60,250,35,15,17.6204,6.0801,16.5863,17.7635,6.08,16.8148
60,30,250,35,35,16.3578,6.2624,17.2893,16.5274,6.3171,17.632
80,60,250,25,20,17.6354,6.0446,17.353,17.7024,5.7327,17.5536
70,30,170,30,15,19.1513,6.2445,15.3159,18.9707,6.1987,15.5935
90,30,160,15,25,19.0909,6.587,16.9311,18.919,6.6151,17.1968
30,60,250,15,15,17.491,6.0631,18.893,17.453,6.1817,18.9263
100,30,250,15,35,16.6208,6.1038,19.3404,16.5863,5.8789,19.6396
60,60,160,15,25,18.5653,7.3277,16.5421,18.3776,7.4139,16.8433
70,20,180,30,25,18.7378,5.9448,16.3868,18.8514,5.9382,16.6373
60,30,170,15,15,19.0233,6.3218,16.8268,18.9466,6.3963,17.1352
10,60,200,35,35,17.0337,7.989,15.9568,17.1513,7.7143,15.6704
20,20,250,30,30,16.0685,6.9298,19.0592,16.1646,6.9247,18.8301
60,60,250,30,30,16.9411,6.5834,18.3873,16.9372,6.5863,18.206
90,60,250,30,35,16.5091,6.6977,17.1784,16.5938,6.7992,17.3641
100,50,160,25,25,18.5188,7.196,15.6891,18.4602,6.978,15.8577
40,20,250,15,20,16.9106,6.0964,19.1205,17.1135,5.7569,19.3812
20,30,160,35,20,18.2212,8.0562,14.7723,18.1966,7.8802,14.4785
50,20,250,25,35,16.092,6.245,18.6459,16.3751,6.213,18.9263
80,60,250,30,35,16.557,6.6974,17.1604,16.6056,6.6928,17.4003
20,40,250,25,30,16.3388,6.6226,19.5311,16.3297,6.8142,19.2586
60,40,250,35,20,17.525,5.8347,16.7253,17.5898,5.7207,16.8482
10,40,160,35,25,18.0402,8.1619,14.255,17.8312,8.2411,14.5513
70,20,250,15,35,16.3399,5.8556,19.8844,16.5315,5.9323,19.9449
30,50,160,30,20,18.4117,8.1581,15.0201,18.4211,8.0275,14.8569
90,30,160,20,25,19.0508,6.5614,16.4431,18.8342,6.6298,16.5939
70,60,250,25,35,16.6099,6.4768,17.7422,16.6515,6.4305,18.0639
70,30,250,15,20,17.5107,5.1389,19.3626,17.6613,5.2325,19.5013
100,40,250,30,20,17.5784,5.9006,17.0563,17.7051,5.7862,17.2826
100,60,250,25,15,17.7163,5.9173,17.6941,17.8698,5.7497,17.8487
90,20,250,25,20,17.5875,5.6348,18.0566,17.6177,5.445,18.3065
80,30,160,30,30,18.6213,6.7994,15.0993,18.4522,6.7506,15.4353
40,30,250,20,35,16.0757,6.3485,19.0441,16.2741,6.3155,19.3637
90,40,180,35,25,18.4895,6.185,15.666,18.5872,6.2761,15.9871
90,30,160,30,25,18.9155,6.8389,15.4122,18.7114,6.6264,15.5288
70,40,180,35,25,18.5152,6.1788,15.6853,18.5705,6.2451,16.0298
70,30,160,35,20,19.0479,6.8573,15.2335,18.8923,6.7781,15.0579
90,50,160,20,25,18.706,6.9105,16.2897,18.5539,6.9405,16.5201
10,60,240,35,20,17.3571,7.2941,16.8316,17.366,6.9735,16.5316
100,30,160,35,15,19.1946,6.6862,15.6063,19.0468,6.6138,15.3379
70,40,250,20,15,17.8268,5.1718,18.9422,17.8541,5.1928,19.1106
50,20,250,25,15,17.3523,5.4961,18.6622,17.4621,5.4995,18.6542
90,30,250,35,35,16.495,6.316,17.1436,16.6026,6.4894,17.3589
20,40,250,15,20,16.8583,6.3173,18.8556,16.9605,6.2652,19.1146
100,20,160,35,15,19.3779,6.6219,15.6195,19.1142,6.4752,15.5122
90,20,160,35,15,19.3994,6.5037,15.6764,19.0933,6.4576,15.5048
40,40,250,35,20,17.3225,6.1036,16.6844,17.3313,6.0017,16.7417
20,20,250,25,30,16.0473,6.9949,19.5908,16.1656,6.9873,19.3538
90,20,250,35,35,16.4418,6.3505,17.2613,16.5683,6.4246,17.6051
70,40,160,30,25,18.7423,7.0136,15.3282,18.5493,6.8547,15.3583
30,40,160,25,20,18.4067,7.9275,15.7278,18.3958,7.8532,15.4482
50,40,160,15,25,18.5963,7.2522,16.6986,18.509,7.159,16.9883
30,40,250,15,20,17.0174,6.0773,18.9308,17.0708,5.9295,19.2447
70,40,160,20,25,18.8373,6.8314,16.324,18.6388,6.8585,16.6351
60,50,250,30,20,17.5846,5.975,16.995,17.6031,5.7765,17.1183
10,60,250,25,15,17.2474,6.7143,17.5604,17.3896,6.5229,17.7924
50,60,160,25,25,18.3552,7.8658,15.301,18.1958,7.7687,15.6312
70,30,180,30,25,18.6627,6.1288,16.2804,18.7817,5.9969,16.6301
30,40,250,20,20,17.0664,6.1275,18.3472,17.0782,5.9544,18.5912
90,20,160,15,25,19.1496,6.6677,16.8894,18.8769,6.694,17.1874
70,60,250,20,20,17.6704,5.7981,17.9563,17.7291,5.6239,18.0976
60,60,250,15,25,17.3417,5.9955,20.6879,17.244,6.1023,20.3957
90,40,190,30,15,18.8948,5.7193,16.0214,18.919,5.6436,16.3345
10,20,250,30,30,15.9401,7.3169,18.8487,16.0384,7.1329,18.8104
100,50,250,35,15,17.7138,5.8945,16.7373,17.8128,5.9162,17.0359
80,50,160,30,25,18.5587,7.2242,15.2468,18.4691,7.0021,15.3397
30,50,160,35,35,17.6186,8.5001,14.7816,17.6696,8.174,14.5329
80,30,160,35,25,18.8607,6.6475,14.9577,18.698,6.6557,15.0076
90,20,180,35,30,18.503,6.1187,15.4678,18.485,6.2461,15.7492
90,50,250,30,35,16.5448,6.5696,17.3399,16.537,6.5222,17.5409
30,20,250,35,35,15.8596,6.6941,17.3546,16.096,6.703,17.681
50,60,160,30,20,18.5226,7.8962,15.1352,18.4854,7.7384,14.8041
100,50,160,30,25,18.4186,7.3622,15.2037,18.4951,7.0333,15.3463
80,20,250,35,15,17.7446,5.3706,17.4197,17.8792,5.4934,17.7461
100,40,250,15,20,17.687,5.5685,18.7703,17.7626,5.2533,19.118
70,60,250,15,15,17.9091,5.3353,19.1096,17.8605,5.4059,19.1604
80,20,170,30,15,19.3199,6.0328,15.41,19.0563,6.0911,15.7515
10,20,250,25,25,16.2631,7.3487,19.8551,16.3907,7.0665,19.646
50,50,160,30,25,18.4451,7.7884,14.9391,18.3072,7.5561,15.131
40,60,160,30,20,18.4392,8.1776,14.9859,18.4648,7.9173,14.8233
90,50,250,30,20,17.5955,5.9128,16.959,17.6573,5.7698,17.1019
10,20,250,35,15,16.8666,6.5828,17.1218,16.882,6.5235,17.3986
100,40,250,20,35,16.5984,6.2076,18.6314,16.6477,6.0871,18.8905
30,60,250,25,20,17.3519,6.7333,17.1514,17.2832,6.5368,17.4497
80,40,180,35,25,18.5237,6.1324,15.7013,18.5904,6.217,16.0384
20,30,250,35,25,16.592,6.5605,18.8929,16.646,6.6238,18.6488
10,40,250,35,15,17.1572,6.2954,17.0142,17.1176,6.364,17.141
30,30,250,35,15,17.2554,5.9526,17.2229,17.3897,5.9903,17.3989
10,30,250,35,25,16.5011,6.6677,18.9099,16.5284,6.7498,18.6294
10,60,230,30,30,16.9244,7.3747,17.655,16.903,7.3005,17.4411
20,30,250,25,20,16.7995,6.4645,17.8888,16.8396,6.3624,18.0149
90,30,250,20,15,17.8894,5.1429,18.9883,18.0044,5.2226,19.2802
60,60,170,25,15,18.7254,6.9455,15.3793,18.5269,6.984,15.7156
70,50,160,35,30,18.2041,7.3282,14.4331,18.168,7.3368,14.7235
20,40,160,25,25,17.9902,8.3206,15.2262,17.8463,8.2557,15.5687
100,40,250,25,15,17.8564,5.5733,18.0401,17.8992,5.4164,18.3486
10,20,230,25,30,16.4691,7.6149,18.5503,16.3591,7.3244,18.44
50,30,250,30,15,17.5152,5.6438,17.9133,17.5447,5.5734,18.0838
60,20,180,35,25,18.6104,5.9687,15.8012,18.816,5.9992,16.1461
10,30,160,35,35,17.4727,8.3147,15.0237,17.4721,8.1686,14.8075
70,50,250,25,35,16.5958,6.2629,18.0086,16.6578,6.1808,18.3128
50,30,250,30,30,16.6347,6.084,19.2595,16.6641,6.2024,18.9424
30,40,250,35,25,16.879,6.6088,18.5992,16.8749,6.6005,18.426
20,20,250,20,15,16.8198,6.7129,18.627,17.0073,6.4386,18.9641
10,30,250,20,15,16.784,6.7359,18.5638,16.9395,6.5622,18.9003
40,40,250,20,15,17.4487,5.5937,18.913,17.4134,5.6526,19.0212
100,40,180,30,25,18.4908,6.4255,16.0898,18.6023,6.3514,16.4281
60,50,160,35,25,18.4651,7.4122,14.6064,18.3857,7.387,14.8719
30,30,250,30,30,16.36,6.4595,19.1511,16.4473,6.5148,18.8189
40,50,160,35,35,17.7267,8.2592,14.904,17.7581,7.9399,14.629
10,60,250,15,15,17.2416,6.3666,18.8964,17.284,6.4274,18.9427
60,20,250,35,20,17.3265,5.5847,17.1575,17.5485,5.5677,17.3448
60,30,250,20,15,17.61,5.1433,19.217,17.6132,5.2797,19.2311
20,20,250,20,30,16.0011,7.2042,20.0435,16.1981,7.0387,19.8492
70,30,250,15,35,16.4632,5.7389,19.792,16.6256,5.8646,19.9364
70,50,160,35,20,18.7237,7.3544,15.009,18.6048,7.2172,14.6697
60,30,160,20,25,18.7741,6.8886,16.3583,18.6944,6.8076,16.6702
30,40,250,35,20,17.1754,6.3375,16.6176,17.2369,6.1955,16.7575
40,50,250,30,20,17.4025,6.3081,16.9164,17.3796,6.1505,17.0801
40,40,160,25,25,18.4096,7.6714,15.452,18.2741,7.4997,15.7903
80,20,170,25,15,19.3263,6.0092,15.8536,19.1661,6.0139,16.1117
70,50,250,35,15,17.835,5.7639,16.8231,17.8232,5.6415,17.0225
70,20,160,15,25,18.8962,6.8043,16.96,18.7988,6.7498,17.2569
30,40,160,30,25,18.2326,8.0854,14.828,18.0907,7.8905,15.0944
30,50,250,30,30,16.6291,6.8286,18.5527,16.5284,6.8961,18.4358
70,40,250,35,15,17.8132,5.5364,17.0857,17.9313,5.5022,17.3045
80,20,250,25,35,16.4304,6.0712,18.5442,16.522,6.1448,18.8402
60,40,250,20,35,16.4776,5.9623,18.9561,16.4959,6.0053,19.3027
50,40,250,35,15,17.6558,5.7574,17.0565,17.6642,5.7613,17.1608
10,60,250,35,25,16.8397,7.3791,17.9258,17.0465,7.1995,17.8248
50,20,170,15,15,18.7069,6.8577,16.6962,18.5945,6.9174,17.0009
80,20,250,35,20,17.5088,5.6224,17.0324,17.662,5.6243,17.3219
20,20,230,30,30,16.6879,6.9298,18.3801,16.4576,6.9976,18.1014
30,60,250,30,25,17.0699,7.0303,18.5428,17.0524,7.0237,18.4366
30,60,160,15,15,18.5238,8.1555,16.7523,18.4899,8.0454,16.4791
70,50,250,30,30,16.9525,6.2489,18.7127,16.9122,6.2329,18.4682
70,60,250,25,30,16.9835,6.2914,19.0946,16.9844,6.3551,18.7994
50,20,250,15,15,17.2847,5.5235,19.8074,17.4041,5.5012,19.6717
20,30,160,30,25,17.97,8.231,14.886,17.9152,8.055,15.156
100,40,250,20,15,17.8888,5.4313,18.655,17.9866,5.2826,18.9466
90,20,250,30,35,16.4706,6.3022,17.8894,16.5562,6.2793,18.1756
80,20,250,25,15,17.7515,5.2479,18.5783,17.8112,5.2889,18.7701
70,30,250,30,15,17.7521,5.4361,17.9037,17.7822,5.3225,18.185
50,60,250,15,15,17.7661,5.5991,19.0288,17.6449,5.7811,19.0417
40,60,160,20,20,18.5243,7.9733,16.0797,18.6152,7.8129,15.9105
80,20,160,15,25,19.0521,6.6718,16.9543,18.8499,6.7111,17.2439
40,30,160,35,35,17.8876,7.6561,15.2441,17.9088,7.3484,14.914
60,20,250,20,15,17.493,5.2364,19.312,17.5642,5.3034,19.2562
50,60,160,35,15,18.6121,7.917,14.9599,18.5069,7.6685,14.6532
40,60,250,20,15,17.6718,5.9457,18.3067,17.594,6.0607,18.3364
60,50,170,25,15,18.8837,6.6592,15.5277,18.6742,6.7232,15.8328
80,30,160,30,25,18.912,6.7828,15.4427,18.7032,6.6106,15.5515
50,30,160,25,25,18.5971,7.1985,15.7145,18.515,6.9089,16.0137
70,20,250,30,20,17.424,5.5024,17.6643,17.5447,5.4554,17.8702
80,60,250,35,15,17.7866,5.9136,16.6261,17.7889,5.9009,16.8529
100,30,190,35,35,17.8411,6.3574,15.3273,17.8614,6.4225,15.6096
40,60,250,30,20,17.4791,6.5487,16.6229,17.4861,6.4258,16.8862
50,60,250,20,30,16.9195,6.3457,19.6951,16.8264,6.5514,19.3656
40,50,250,25,25,17.0863,6.4291,19.6698,17.0464,6.4592,19.3946
10,50,250,30,15,17.1543,6.7054,17.2608,17.2954,6.4574,17.4542
30,60,250,30,20,17.3717,6.7282,16.5874,17.3822,6.6332,16.8932
80,30,250,15,15,17.8347,4.9779,19.7297,18.0056,5.2092,19.7644
30,30,250,20,15,17.1249,5.9466,18.9421,17.2742,5.931,19.0296
70,20,160,30,25,18.9278,6.7267,15.4824,18.7901,6.4637,15.5391
20,30,250,20,20,16.7456,6.5127,18.3287,16.8421,6.3899,18.5704
60,30,160,30,25,18.753,7.0316,15.3284,18.6151,6.7386,15.4544
40,50,160,35,15,18.6801,7.8523,14.9725,18.6061,7.6253,14.7213
60,20,250,20,35,16.2257,5.9926,19.2941,16.4436,5.9415,19.5404
30,40,250,30,25,16.846,6.4863,19.2897,16.8512,6.5085,18.9928
70,60,160,15,25,18.6125,7.1449,16.6496,18.4436,7.2586,16.9491
20,60,240,35,15,17.6843,7.0085,17.1495,17.5954,6.7828,16.8407
60,30,250,20,35,16.3504,5.9005,19.1873,16.4682,5.903,19.4885
10,40,160,30,20,17.9919,8.478,15.0406,18.1489,8.2729,14.7844
20,30,250,35,20,16.8785,6.4152,16.7689,16.9532,6.2731,17.0069
30,60,250,20,15,17.5227,6.2408,18.2017,17.4492,6.266,18.3175
40,60,250,25,15,17.6839,6.2094,17.598,17.6487,6.1663,17.7442
80,50,160,35,25,18.474,7.1435,14.7544,18.4758,7.0913,15.0596
60,60,160,25,25,18.4146,7.6064,15.4444,18.2526,7.5898,15.7301
60,60,160,35,35,17.6571,8.1141,15.0353,17.7407,7.8892,14.6978
40,60,250,20,25,17.1568,6.6902,19.9875,17.1343,6.6003,19.7492
50,30,160,20,25,18.5902,7.1586,16.2702,18.4997,7.0487,16.5604
10,60,230,35,30,16.9609,7.6077,17.0287,16.9088,7.2969,16.7659
50,20,250,20,35,16.0745,6.2284,19.22,16.3537,6.1368,19.4865
90,40,160,35,20,18.9038,6.9152,15.223,18.8465,6.9215,14.9031
80,20,250,20,20,17.5184,5.4187,18.7071,17.5336,5.2876,18.8786
20,50,250,25,15,17.2845,6.3494,17.8656,17.3151,6.3382,17.9715
40,40,160,15,25,18.388,7.6267,16.5546,18.2911,7.5347,16.863
50,60,250,35,15,17.7746,6.2531,16.4837,17.7278,6.2024,16.7089
100,60,250,20,35,16.52,6.4493,18.3179,16.6533,6.5015,18.4476
40,60,250,30,25,17.1814,6.7841,18.6427,17.1497,6.8338,18.4076
30,60,250,35,25,17.081,7.207,17.8737,17.1213,7.1717,17.6775
80,30,170,30,15,19.217,6.1211,15.3711,18.9919,6.1641,15.6327
90,40,250,20,15,17.9109,5.2889,18.7639,18.0016,5.2093,19.0176
90,50,250,20,35,16.6301,6.1113,18.5972,16.6539,6.2017,18.7943
50,20,160,35,20,18.832,7.0391,15.1911,18.8882,6.8675,14.9847
80,20,160,30,20,19.2396,6.5696,15.8149,19.1111,6.4303,15.5444
30,60,250,35,30,16.7313,7.3917,17.5569,16.7758,7.2562,17.5636
