Hg,Hi,Hm,Hp,He,Ib,Ir,It,|Ka|
60 ,50 ,190 ,15 ,15 ,18.7609 ,5.8998 ,17.4906 ,1.2703 
70 ,50 ,190 ,15 ,15 ,18.8457 ,5.7245 ,17.5614 ,1.2842 
80 ,50 ,190 ,15 ,15 ,18.8838 ,5.6624 ,17.5755 ,1.3082 
90 ,50 ,190 ,15 ,15 ,18.8729 ,5.7213 ,17.5290 ,1.3438 
10 ,50 ,200 ,15 ,15 ,17.9180 ,7.1360 ,18.5795 ,0.6615 
100 ,50 ,200 ,15 ,15 ,18.7179 ,5.9144 ,18.9009 ,0.1831 
20 ,50 ,200 ,15 ,15 ,17.9659 ,7.0417 ,18.5809 ,0.6150 
30 ,50 ,200 ,15 ,15 ,18.1749 ,6.7056 ,18.6938 ,0.5189 
40 ,50 ,200 ,15 ,15 ,18.3645 ,6.3769 ,18.8173 ,0.4529 
50 ,50 ,200 ,15 ,15 ,18.5293 ,6.0695 ,18.9444 ,0.4151 
60 ,50 ,200 ,15 ,15 ,18.6572 ,5.8346 ,19.0392 ,0.3821 
70 ,50 ,200 ,15 ,15 ,18.7443 ,5.6871 ,19.0921 ,0.3478 
80 ,50 ,200 ,15 ,15 ,18.7838 ,5.6530 ,19.0845 ,0.3007 
90 ,50 ,200 ,15 ,15 ,18.7746 ,5.7333 ,19.0169 ,0.2423 
10 ,50 ,210 ,15 ,15 ,17.6346 ,7.0927 ,17.6172 ,0.0174 
100 ,50 ,210 ,15 ,15 ,18.6035 ,5.6584 ,17.9714 ,0.6321 
20 ,50 ,210 ,15 ,15 ,17.8448 ,6.7725 ,17.7149 ,0.1299 
30 ,50 ,210 ,15 ,15 ,18.0470 ,6.4352 ,17.8298 ,0.2171 
40 ,50 ,210 ,15 ,15 ,18.2356 ,6.0902 ,17.9585 ,0.2771 
50 ,50 ,210 ,15 ,15 ,18.3968 ,5.7861 ,18.0731 ,0.3238 
60 ,50 ,210 ,15 ,15 ,18.5264 ,5.5406 ,18.1634 ,0.3630 
70 ,50 ,210 ,15 ,15 ,18.6143 ,5.3996 ,18.2007 ,0.4135 
80 ,50 ,210 ,15 ,15 ,18.6579 ,5.3711 ,18.1807 ,0.4772 
90 ,50 ,210 ,15 ,15 ,18.6545 ,5.4592 ,18.1026 ,0.5519 
10 ,50 ,220 ,15 ,15 ,17.6420 ,6.7686 ,19.3213 ,1.6793 
100 ,50 ,220 ,15 ,15 ,18.4625 ,5.7857 ,19.3969 ,0.9344 
20 ,50 ,220 ,15 ,15 ,17.7064 ,6.6740 ,19.3045 ,1.5981 
30 ,50 ,220 ,15 ,15 ,17.9113 ,6.3636 ,19.3955 ,1.4842 
40 ,50 ,220 ,15 ,15 ,18.0971 ,6.0666 ,19.4917 ,1.3946 
50 ,50 ,220 ,15 ,15 ,18.2592 ,5.7955 ,19.5865 ,1.3273 
60 ,50 ,220 ,15 ,15 ,18.3859 ,5.5979 ,19.6474 ,1.2614 
70 ,50 ,220 ,15 ,15 ,18.4741 ,5.4866 ,19.6656 ,1.1916 
80 ,50 ,220 ,15 ,15 ,18.5167 ,5.4838 ,19.6266 ,1.1099 
90 ,50 ,220 ,15 ,15 ,18.5131 ,5.5887 ,19.5322 ,1.0191 
10 ,50 ,230 ,15 ,15 ,17.3677 ,6.7060 ,18.3545 ,0.9868 
100 ,50 ,230 ,15 ,15 ,18.2988 ,5.5402 ,18.5024 ,0.2036 
20 ,50 ,230 ,15 ,15 ,17.5679 ,6.4175 ,18.4313 ,0.8635 
30 ,50 ,230 ,15 ,15 ,17.7593 ,6.1168 ,18.5215 ,0.7622 
40 ,50 ,230 ,15 ,15 ,17.9390 ,5.8121 ,18.6213 ,0.6824 
50 ,50 ,230 ,15 ,15 ,18.0927 ,5.5480 ,18.7063 ,0.6136 
60 ,50 ,230 ,15 ,15 ,18.2178 ,5.3404 ,18.7670 ,0.5492 
70 ,50 ,230 ,15 ,15 ,18.3038 ,5.2318 ,18.7776 ,0.4738 
80 ,50 ,230 ,15 ,15 ,18.3476 ,5.2287 ,18.7354 ,0.3877 
90 ,50 ,230 ,15 ,15 ,18.3464 ,5.3334 ,18.6418 ,0.2954 
10 ,50 ,240 ,15 ,15 ,17.2989 ,6.4784 ,20.0659 ,2.7669 
100 ,50 ,240 ,15 ,15 ,18.0930 ,5.6969 ,19.9838 ,1.8908 
20 ,50 ,240 ,15 ,15 ,17.3801 ,6.3880 ,20.0291 ,2.6490 
30 ,50 ,240 ,15 ,15 ,17.5702 ,6.1207 ,20.0944 ,2.5242 
40 ,50 ,240 ,15 ,15 ,17.7439 ,5.8650 ,20.1641 ,2.4202 
50 ,50 ,240 ,15 ,15 ,17.8974 ,5.6317 ,20.2328 ,2.3354 
60 ,50 ,240 ,15 ,15 ,18.0185 ,5.4656 ,20.2704 ,2.2519 
70 ,50 ,240 ,15 ,15 ,18.1039 ,5.3782 ,20.2700 ,2.1661 
80 ,50 ,240 ,15 ,15 ,18.1451 ,5.3905 ,20.2189 ,2.0739 
90 ,50 ,240 ,15 ,15 ,18.1424 ,5.5018 ,20.1181 ,1.9757 
10 ,50 ,250 ,15 ,20 ,16.8230 ,6.6200 ,18.5836 ,1.7606 
100 ,50 ,250 ,15 ,20 ,17.6509 ,5.6974 ,18.6076 ,0.9567 
20 ,50 ,250 ,15 ,20 ,16.9818 ,6.4605 ,18.5934 ,1.6116 
30 ,50 ,250 ,15 ,20 ,17.1720 ,6.1058 ,18.7245 ,1.5525 
40 ,50 ,250 ,15 ,20 ,17.3222 ,5.9087 ,18.7599 ,1.4377 
50 ,50 ,250 ,15 ,20 ,17.4753 ,5.5963 ,18.8777 ,1.4024 
60 ,50 ,250 ,15 ,20 ,17.5832 ,5.4640 ,18.8880 ,1.3049 
70 ,50 ,250 ,15 ,20 ,17.6673 ,5.3229 ,18.9225 ,1.2552 
80 ,50 ,250 ,15 ,20 ,17.7035 ,5.3726 ,18.8442 ,1.1407 
90 ,50 ,250 ,15 ,20 ,17.7001 ,5.4468 ,18.7774 ,1.0773 
10 ,50 ,160 ,15 ,20 ,17.9485 ,9.1091 ,16.5062 ,1.4423 
100 ,50 ,160 ,15 ,20 ,18.9004 ,7.4382 ,17.1510 ,1.7494 
20 ,50 ,160 ,15 ,20 ,18.2127 ,8.7546 ,16.5876 ,1.6252 
30 ,50 ,160 ,15 ,20 ,18.4249 ,8.5367 ,16.5967 ,1.8282 
40 ,50 ,160 ,15 ,20 ,18.6315 ,8.1450 ,16.7637 ,1.8678 
50 ,50 ,160 ,15 ,20 ,18.7825 ,7.9050 ,16.8476 ,1.9348 
60 ,50 ,160 ,15 ,20 ,18.9067 ,7.5894 ,17.0191 ,1.8876 
70 ,50 ,160 ,15 ,20 ,18.9744 ,7.4475 ,17.0881 ,1.8863 
80 ,50 ,160 ,15 ,20 ,19.0015 ,7.3159 ,17.1778 ,1.8238 
90 ,50 ,160 ,15 ,20 ,18.9728 ,7.3626 ,17.1600 ,1.8128 
10 ,50 ,170 ,15 ,20 ,17.8896 ,8.3221 ,15.5472 ,2.3424 
100 ,50 ,170 ,15 ,20 ,18.8489 ,6.5690 ,16.1913 ,2.6576 
20 ,50 ,170 ,15 ,20 ,18.1055 ,8.0749 ,15.5866 ,2.5189 
30 ,50 ,170 ,15 ,20 ,18.3405 ,7.6184 ,15.7690 ,2.5715 
40 ,50 ,170 ,15 ,20 ,18.5247 ,7.3142 ,15.8727 ,2.6519 
50 ,50 ,170 ,15 ,20 ,18.6999 ,6.8907 ,16.0690 ,2.6308 
60 ,50 ,170 ,15 ,20 ,18.8196 ,6.6465 ,16.1697 ,2.6499 
70 ,50 ,170 ,15 ,20 ,18.9073 ,6.4059 ,16.2868 ,2.6205 
80 ,50 ,170 ,15 ,20 ,18.9368 ,6.3616 ,16.2972 ,2.6396 
90 ,50 ,170 ,15 ,20 ,18.9206 ,6.3722 ,16.2943 ,2.6263 
10 ,50 ,180 ,15 ,20 ,17.8884 ,8.2513 ,17.4190 ,0.4694 
100 ,50 ,180 ,15 ,20 ,18.6949 ,6.7190 ,18.0719 ,0.6229 
20 ,50 ,180 ,15 ,20 ,18.1175 ,7.8987 ,17.5349 ,0.5826 
30 ,50 ,180 ,15 ,20 ,18.2996 ,7.6852 ,17.5708 ,0.7288 
40 ,50 ,180 ,15 ,20 ,18.4845 ,7.2982 ,17.7549 ,0.7296 
50 ,50 ,180 ,15 ,20 ,18.6175 ,7.0673 ,17.8481 ,0.7694 
60 ,50 ,180 ,15 ,20 ,18.7302 ,6.7644 ,18.0180 ,0.7122 
70 ,50 ,180 ,15 ,20 ,18.7871 ,6.6414 ,18.0787 ,0.7084 
80 ,50 ,180 ,15 ,20 ,18.8066 ,6.5339 ,18.1511 ,0.6556 
90 ,50 ,180 ,15 ,20 ,18.7713 ,6.6104 ,18.1105 ,0.6608 
10 ,50 ,190 ,15 ,20 ,17.7279 ,7.7169 ,16.3796 ,1.3483 
100 ,50 ,190 ,15 ,20 ,18.6445 ,6.1298 ,16.9159 ,1.7286 
20 ,50 ,190 ,15 ,20 ,17.9204 ,7.4714 ,16.4404 ,1.4799 
30 ,50 ,190 ,15 ,20 ,18.1406 ,7.0193 ,16.6331 ,1.5074 
40 ,50 ,190 ,15 ,20 ,18.3138 ,6.7225 ,16.7405 ,1.5733 
50 ,50 ,190 ,15 ,20 ,18.4846 ,6.3130 ,16.9286 ,1.5560 
60 ,50 ,190 ,15 ,20 ,18.6016 ,6.0876 ,17.0150 ,1.5866 
70 ,50 ,190 ,15 ,20 ,18.6900 ,5.8728 ,17.1085 ,1.5815 
80 ,50 ,190 ,15 ,20 ,18.7210 ,5.8582 ,17.0906 ,1.6304 
90 ,50 ,190 ,15 ,20 ,18.7098 ,5.9006 ,17.0547 ,1.6551 
10 ,50 ,200 ,15 ,20 ,17.7081 ,7.6723 ,18.1909 ,0.4828 
100 ,50 ,200 ,15 ,20 ,18.5355 ,6.3269 ,18.6405 ,0.1050 
20 ,50 ,200 ,15 ,20 ,17.9291 ,7.3232 ,18.3089 ,0.3798 
30 ,50 ,200 ,15 ,20 ,18.1060 ,7.1165 ,18.3410 ,0.2351 
40 ,50 ,200 ,15 ,20 ,18.2915 ,6.7435 ,18.5093 ,0.2178 
50 ,50 ,200 ,15 ,20 ,18.4262 ,6.5314 ,18.5815 ,0.1553 
60 ,50 ,200 ,15 ,20 ,18.5426 ,6.2547 ,18.7221 ,0.1796 
70 ,50 ,200 ,15 ,20 ,18.6043 ,6.1613 ,18.7498 ,0.1455 
80 ,50 ,200 ,15 ,20 ,18.6304 ,6.0852 ,18.7873 ,0.1569 
90 ,50 ,200 ,15 ,20 ,18.6024 ,6.1932 ,18.7102 ,0.1077 
10 ,50 ,210 ,15 ,20 ,17.4836 ,7.2702 ,17.1486 ,0.3350 
100 ,50 ,210 ,15 ,20 ,18.4130 ,5.9207 ,17.4558 ,0.9572 
20 ,50 ,210 ,15 ,20 ,17.6720 ,7.0324 ,17.2037 ,0.4682 
30 ,50 ,210 ,15 ,20 ,17.8900 ,6.5980 ,17.3804 ,0.5096 
40 ,50 ,210 ,15 ,20 ,18.0613 ,6.3236 ,17.4669 ,0.5943 
50 ,50 ,210 ,15 ,20 ,18.2312 ,5.9456 ,17.6269 ,0.6043 
60 ,50 ,210 ,15 ,20 ,18.3483 ,5.7540 ,17.6814 ,0.6669 
70 ,50 ,210 ,15 ,20 ,18.4384 ,5.5756 ,17.7415 ,0.6969 
80 ,50 ,210 ,15 ,20 ,18.4743 ,5.5960 ,17.6885 ,0.7858 
90 ,50 ,210 ,15 ,20 ,18.4690 ,5.6672 ,17.6234 ,0.8456 
10 ,50 ,220 ,15 ,20 ,17.4687 ,7.2720 ,18.9022 ,1.4335 
100 ,50 ,220 ,15 ,20 ,18.3044 ,6.1815 ,19.0997 ,0.7953 
20 ,50 ,220 ,15 ,20 ,17.6873 ,6.9427 ,19.0010 ,1.3136 
30 ,50 ,220 ,15 ,20 ,17.8623 ,6.7599 ,19.0095 ,1.1472 
40 ,50 ,220 ,15 ,20 ,18.0452 ,6.4205 ,19.1469 ,1.1017 
50 ,50 ,220 ,15 ,20 ,18.1788 ,6.2435 ,19.1849 ,1.0062 
60 ,50 ,220 ,15 ,20 ,18.2949 ,6.0047 ,19.2905 ,0.9956 
70 ,50 ,220 ,15 ,20 ,18.3590 ,5.9472 ,19.2818 ,0.9228 
80 ,50 ,220 ,15 ,20 ,18.3881 ,5.9013 ,19.2897 ,0.9016 
90 ,50 ,220 ,15 ,20 ,18.3665 ,6.0345 ,19.1842 ,0.8176 
10 ,50 ,230 ,15 ,20 ,17.2079 ,6.8786 ,17.8886 ,0.6807 
100 ,50 ,230 ,15 ,20 ,18.0860 ,5.8060 ,17.9942 ,0.0918 
20 ,50 ,230 ,15 ,20 ,17.3843 ,6.6745 ,17.9224 ,0.5380 
30 ,50 ,230 ,15 ,20 ,17.5888 ,6.2814 ,18.0735 ,0.4847 
40 ,50 ,230 ,15 ,20 ,17.7493 ,6.0489 ,18.1308 ,0.3815 
50 ,50 ,230 ,15 ,20 ,17.9091 ,5.7127 ,18.2622 ,0.3531 
60 ,50 ,230 ,15 ,20 ,18.0207 ,5.5603 ,18.2865 ,0.2657 
70 ,50 ,230 ,15 ,20 ,18.1071 ,5.4130 ,18.3232 ,0.2161 
80 ,50 ,230 ,15 ,20 ,18.1428 ,5.4596 ,18.2472 ,0.1044 
90 ,50 ,230 ,15 ,20 ,18.1383 ,5.5441 ,18.1714 ,0.0331 
10 ,50 ,240 ,15 ,20 ,17.1706 ,6.9626 ,19.6107 ,2.4401 
100 ,50 ,240 ,15 ,20 ,17.9504 ,6.1092 ,19.6437 ,1.6933 
20 ,50 ,240 ,15 ,20 ,17.3734 ,6.6772 ,19.6838 ,2.3103 
30 ,50 ,240 ,15 ,20 ,17.5348 ,6.5379 ,19.6632 ,2.1284 
40 ,50 ,240 ,15 ,20 ,17.7062 ,6.2404 ,19.7729 ,2.0667 
50 ,50 ,240 ,15 ,20 ,17.8322 ,6.1022 ,19.7818 ,1.9496 
60 ,50 ,240 ,15 ,20 ,17.9424 ,5.8934 ,19.8656 ,1.9232 
70 ,50 ,240 ,15 ,20 ,18.0045 ,5.8609 ,19.8359 ,1.8314 
80 ,50 ,240 ,15 ,20 ,18.0320 ,5.8270 ,19.8354 ,1.8035 
90 ,50 ,240 ,15 ,20 ,18.0114 ,5.9676 ,19.7225 ,1.7110 
10 ,50 ,250 ,15 ,25 ,16.6256 ,6.6559 ,20.8911 ,4.2655 
100 ,50 ,250 ,15 ,25 ,17.3412 ,5.9907 ,20.7729 ,3.4317 
20 ,50 ,250 ,15 ,25 ,16.7139 ,6.5684 ,20.8466 ,4.1327 
30 ,50 ,250 ,15 ,25 ,16.8833 ,6.3379 ,20.9002 ,4.0170 
40 ,50 ,250 ,15 ,25 ,17.0389 ,6.1137 ,20.9596 ,3.9207 
50 ,50 ,250 ,15 ,25 ,17.1767 ,5.9060 ,21.0199 ,3.8432 
60 ,50 ,250 ,15 ,25 ,17.2852 ,5.7584 ,21.0521 ,3.7670 
70 ,50 ,250 ,15 ,25 ,17.3605 ,5.6820 ,21.0495 ,3.6891 
80 ,50 ,250 ,15 ,25 ,17.3957 ,5.6980 ,20.9989 ,3.6032 
90 ,50 ,250 ,15 ,25 ,17.3892 ,5.8056 ,20.9024 ,3.5132 
10 ,50 ,160 ,15 ,25 ,17.7370 ,8.7820 ,16.0727 ,1.6642 
100 ,50 ,160 ,15 ,25 ,18.7233 ,6.9855 ,16.7545 ,1.9688 
20 ,50 ,160 ,15 ,25 ,17.9796 ,8.4605 ,16.1447 ,1.8349 
30 ,50 ,160 ,15 ,25 ,18.2022 ,8.1134 ,16.2529 ,1.9493 
40 ,50 ,160 ,15 ,25 ,18.4014 ,7.7475 ,16.3944 ,2.0070 
50 ,50 ,160 ,15 ,25 ,18.5661 ,7.4100 ,16.5392 ,2.0269 
60 ,50 ,160 ,15 ,25 ,18.6928 ,7.1181 ,16.6765 ,2.0163 
70 ,50 ,160 ,15 ,25 ,18.7743 ,6.9204 ,16.7724 ,2.0019 
80 ,50 ,160 ,15 ,25 ,18.8079 ,6.8276 ,16.8205 ,1.9874 
90 ,50 ,160 ,15 ,25 ,18.7912 ,6.8497 ,16.8138 ,1.9773 
10 ,50 ,170 ,15 ,25 ,17.8815 ,8.1740 ,17.9094 ,0.0279 
100 ,50 ,170 ,15 ,25 ,18.5936 ,6.7855 ,18.4952 ,0.0985 
20 ,50 ,170 ,15 ,25 ,17.9215 ,8.0907 ,17.9140 ,0.0075 
30 ,50 ,170 ,15 ,25 ,18.1322 ,7.7551 ,18.0303 ,0.1019 
40 ,50 ,170 ,15 ,25 ,18.3175 ,7.4204 ,18.1689 ,0.1486 
50 ,50 ,170 ,15 ,25 ,18.4729 ,7.0988 ,18.3226 ,0.1503 
60 ,50 ,170 ,15 ,25 ,18.5898 ,6.8415 ,18.4526 ,0.1373 
70 ,50 ,170 ,15 ,25 ,18.6635 ,6.6640 ,18.5481 ,0.1154 
80 ,50 ,170 ,15 ,25 ,18.6893 ,6.5954 ,18.5865 ,0.1028 
90 ,50 ,170 ,15 ,25 ,18.6652 ,6.6390 ,18.5664 ,0.0988 
10 ,50 ,180 ,15 ,25 ,17.6226 ,8.0581 ,16.9377 ,0.6849 
100 ,50 ,180 ,15 ,25 ,18.4956 ,6.4057 ,17.5971 ,0.8986 
20 ,50 ,180 ,15 ,25 ,17.8312 ,7.7382 ,17.0431 ,0.7881 
30 ,50 ,180 ,15 ,25 ,18.0278 ,7.3937 ,17.1762 ,0.8516 
40 ,50 ,180 ,15 ,25 ,18.2075 ,7.0326 ,17.3333 ,0.8742 
50 ,50 ,180 ,15 ,25 ,18.3587 ,6.7039 ,17.4838 ,0.8748 
60 ,50 ,180 ,15 ,25 ,18.4762 ,6.4262 ,17.6169 ,0.8593 
70 ,50 ,180 ,15 ,25 ,18.5513 ,6.2488 ,17.6996 ,0.8518 
80 ,50 ,180 ,15 ,25 ,18.5810 ,6.1825 ,17.7258 ,0.8552 
90 ,50 ,180 ,15 ,25 ,18.5623 ,6.2357 ,17.6907 ,0.8716 
10 ,50 ,190 ,15 ,25 ,17.6842 ,7.5935 ,18.6854 ,1.0012 
100 ,50 ,190 ,15 ,25 ,18.3961 ,6.3675 ,19.1075 ,0.7115 
20 ,50 ,190 ,15 ,25 ,17.7238 ,7.5044 ,18.6940 ,0.9702 
30 ,50 ,190 ,15 ,25 ,17.9223 ,7.1733 ,18.8168 ,0.8944 
40 ,50 ,190 ,15 ,25 ,18.1008 ,6.8475 ,18.9521 ,0.8513 
50 ,50 ,190 ,15 ,25 ,18.2539 ,6.5406 ,19.0925 ,0.8386 
60 ,50 ,190 ,15 ,25 ,18.3709 ,6.3040 ,19.2012 ,0.8303 
70 ,50 ,190 ,15 ,25 ,18.4473 ,6.1533 ,19.2678 ,0.8205 
80 ,50 ,190 ,15 ,25 ,18.4771 ,6.1149 ,19.2727 ,0.7956 
90 ,50 ,190 ,15 ,25 ,18.4597 ,6.1907 ,19.2157 ,0.7560 
10 ,50 ,200 ,15 ,25 ,17.3955 ,7.5390 ,17.7156 ,0.3201 
100 ,50 ,200 ,15 ,25 ,18.2835 ,6.0927 ,18.1653 ,0.1182 
20 ,50 ,200 ,15 ,25 ,17.5968 ,7.2223 ,17.8234 ,0.2266 
30 ,50 ,200 ,15 ,25 ,17.7892 ,6.8866 ,17.9502 ,0.1610 
40 ,50 ,200 ,15 ,25 ,17.9677 ,6.5413 ,18.0921 ,0.1244 
50 ,50 ,200 ,15 ,25 ,18.1191 ,6.2351 ,18.2203 ,0.1012 
60 ,50 ,200 ,15 ,25 ,18.2385 ,5.9865 ,18.3240 ,0.0856 
70 ,50 ,200 ,15 ,25 ,18.3168 ,5.8419 ,18.3734 ,0.0566 
80 ,50 ,200 ,15 ,25 ,18.3516 ,5.8099 ,18.3634 ,0.0118 
90 ,50 ,200 ,15 ,25 ,18.3404 ,5.8953 ,18.2926 ,0.0478 
10 ,50 ,210 ,15 ,25 ,17.4075 ,7.1838 ,19.4225 ,2.0150 
100 ,50 ,210 ,15 ,25 ,18.1515 ,6.1911 ,19.5811 ,1.4296 
20 ,50 ,210 ,15 ,25 ,17.4626 ,7.0919 ,19.4152 ,1.9527 
30 ,50 ,210 ,15 ,25 ,17.6586 ,6.7797 ,19.5195 ,1.8609 
40 ,50 ,210 ,15 ,25 ,17.8355 ,6.4802 ,19.6292 ,1.7937 
50 ,50 ,210 ,15 ,25 ,17.9881 ,6.2061 ,19.7375 ,1.7494 
60 ,50 ,210 ,15 ,25 ,18.1051 ,6.0056 ,19.8104 ,1.7053 
70 ,50 ,210 ,15 ,25 ,18.1832 ,5.8921 ,19.8388 ,1.6556 
80 ,50 ,210 ,15 ,25 ,18.2180 ,5.8882 ,19.8069 ,1.5889 
90 ,50 ,210 ,15 ,25 ,18.2071 ,5.9931 ,19.7162 ,1.5092 
10 ,50 ,220 ,15 ,25 ,17.1300 ,7.1109 ,18.4577 ,1.3277 
100 ,50 ,220 ,15 ,25 ,17.9944 ,5.9446 ,18.6676 ,0.6732 
20 ,50 ,220 ,15 ,25 ,17.3244 ,6.8189 ,18.5470 ,1.2227 
30 ,50 ,220 ,15 ,25 ,17.5091 ,6.5150 ,18.6496 ,1.1405 
40 ,50 ,220 ,15 ,25 ,17.6800 ,6.2075 ,18.7618 ,1.0819 
50 ,50 ,220 ,15 ,25 ,17.8254 ,5.9418 ,18.8575 ,1.0322 
60 ,50 ,220 ,15 ,25 ,17.9405 ,5.7339 ,18.9271 ,0.9865 
70 ,50 ,220 ,15 ,25 ,18.0173 ,5.6263 ,18.9438 ,0.9265 
80 ,50 ,220 ,15 ,25 ,18.0538 ,5.6256 ,18.9045 ,0.8507 
90 ,50 ,220 ,15 ,25 ,18.0463 ,5.7337 ,18.8106 ,0.7643 
10 ,50 ,230 ,15 ,25 ,17.0819 ,6.8447 ,20.1672 ,3.0853 
100 ,50 ,230 ,15 ,25 ,17.8014 ,6.0955 ,20.1185 ,2.3171 
20 ,50 ,230 ,15 ,25 ,17.1524 ,6.7574 ,20.1384 ,2.9859 
30 ,50 ,230 ,15 ,25 ,17.3349 ,6.4884 ,20.2146 ,2.8798 
40 ,50 ,230 ,15 ,25 ,17.4993 ,6.2329 ,20.2940 ,2.7947 
50 ,50 ,230 ,15 ,25 ,17.6423 ,6.0016 ,20.3706 ,2.7282 
60 ,50 ,230 ,15 ,25 ,17.7532 ,5.8392 ,20.4135 ,2.6603 
70 ,50 ,230 ,15 ,25 ,17.8289 ,5.7571 ,20.4154 ,2.5865 
80 ,50 ,230 ,15 ,25 ,17.8631 ,5.7757 ,20.3631 ,2.5000 
90 ,50 ,230 ,15 ,25 ,17.8534 ,5.8938 ,20.2591 ,2.4057 
10 ,50 ,240 ,15 ,25 ,16.7909 ,6.7849 ,19.1739 ,2.3830 
100 ,50 ,240 ,15 ,25 ,17.5947 ,5.8417 ,19.2392 ,1.6445 
20 ,50 ,240 ,15 ,25 ,16.9664 ,6.5394 ,19.2378 ,2.2713 
30 ,50 ,240 ,15 ,25 ,17.1350 ,6.2806 ,19.3138 ,2.1787 
40 ,50 ,240 ,15 ,25 ,17.2932 ,6.0152 ,19.3993 ,2.1061 
50 ,50 ,240 ,15 ,25 ,17.4293 ,5.7856 ,19.4704 ,2.0410 
60 ,50 ,240 ,15 ,25 ,17.5393 ,5.6063 ,19.5191 ,1.9798 
70 ,50 ,240 ,15 ,25 ,17.6141 ,5.5184 ,19.5207 ,1.9067 
80 ,50 ,240 ,15 ,25 ,17.6500 ,5.5281 ,19.4730 ,1.8230 
90 ,50 ,240 ,15 ,25 ,17.6437 ,5.6377 ,19.3774 ,1.7337 
10 ,50 ,250 ,15 ,30 ,16.3899 ,7.1190 ,20.4572 ,4.0673 
100 ,50 ,250 ,15 ,30 ,17.0751 ,6.4026 ,20.4426 ,3.3675 
20 ,50 ,250 ,15 ,30 ,16.5668 ,6.8756 ,20.5172 ,3.9503 
30 ,50 ,250 ,15 ,30 ,16.7070 ,6.7748 ,20.4810 ,3.7740 
40 ,50 ,250 ,15 ,30 ,16.8602 ,6.5079 ,20.5799 ,3.7197 
50 ,50 ,250 ,15 ,30 ,16.9718 ,6.3959 ,20.5765 ,3.6047 
60 ,50 ,250 ,15 ,30 ,17.0711 ,6.2017 ,20.6559 ,3.5848 
70 ,50 ,250 ,15 ,30 ,17.1259 ,6.1794 ,20.6211 ,3.4952 
80 ,50 ,250 ,15 ,30 ,17.1505 ,6.1430 ,20.6240 ,3.4735 
90 ,50 ,250 ,15 ,30 ,17.1303 ,6.2779 ,20.5130 ,3.3827 
10 ,50 ,160 ,15 ,30 ,17.5161 ,8.8848 ,15.6632 ,1.8529 
100 ,50 ,160 ,15 ,30 ,18.4371 ,7.1487 ,16.3372 ,2.0999 
20 ,50 ,160 ,15 ,30 ,17.7319 ,8.6457 ,15.6945 ,2.0374 
30 ,50 ,160 ,15 ,30 ,17.9630 ,8.1990 ,15.8735 ,2.0895 
40 ,50 ,160 ,15 ,30 ,18.1425 ,7.9022 ,15.9749 ,2.1675 
50 ,50 ,160 ,15 ,30 ,18.3111 ,7.4855 ,16.1739 ,2.1372 
60 ,50 ,160 ,15 ,30 ,18.4245 ,7.2446 ,16.2783 ,2.1462 
70 ,50 ,160 ,15 ,30 ,18.5059 ,7.0046 ,16.4030 ,2.1028 
80 ,50 ,160 ,15 ,30 ,18.5306 ,6.9571 ,16.4216 ,2.1090 
90 ,50 ,160 ,15 ,30 ,18.5112 ,6.9613 ,16.4295 ,2.0817 
10 ,50 ,170 ,15 ,30 ,17.5117 ,8.8062 ,17.5555 ,0.0438 
100 ,50 ,170 ,15 ,30 ,18.2526 ,7.2831 ,18.2750 ,0.0224 
20 ,50 ,170 ,15 ,30 ,17.7336 ,8.4629 ,17.6716 ,0.0620 
30 ,50 ,170 ,15 ,30 ,17.9078 ,8.2564 ,17.7088 ,0.1990 
40 ,50 ,170 ,15 ,30 ,18.0826 ,7.8765 ,17.8988 ,0.1838 
50 ,50 ,170 ,15 ,30 ,18.2058 ,7.6494 ,17.9987 ,0.2071 
60 ,50 ,170 ,15 ,30 ,18.3094 ,7.3486 ,18.1784 ,0.1310 
70 ,50 ,170 ,15 ,30 ,18.3580 ,7.2239 ,18.2491 ,0.1089 
80 ,50 ,170 ,15 ,30 ,18.3716 ,7.1125 ,18.3327 ,0.0389 
90 ,50 ,170 ,15 ,30 ,18.3315 ,7.1822 ,18.3030 ,0.0284 
10 ,50 ,180 ,15 ,30 ,17.3752 ,8.1814 ,16.5147 ,0.8605 
100 ,50 ,180 ,15 ,30 ,18.2015 ,6.5965 ,17.1428 ,1.0586 
20 ,50 ,180 ,15 ,30 ,17.5591 ,7.9434 ,16.5793 ,0.9799 
30 ,50 ,180 ,15 ,30 ,17.7676 ,7.4987 ,16.7806 ,0.9870 
40 ,50 ,180 ,15 ,30 ,17.9288 ,7.2067 ,16.8971 ,1.0316 
50 ,50 ,180 ,15 ,30 ,18.0870 ,6.7999 ,17.0974 ,0.9896 
60 ,50 ,180 ,15 ,30 ,18.1923 ,6.5741 ,17.1962 ,0.9961 
70 ,50 ,180 ,15 ,30 ,18.2702 ,6.3568 ,17.3025 ,0.9677 
80 ,50 ,180 ,15 ,30 ,18.2916 ,6.3372 ,17.2971 ,0.9946 
90 ,50 ,180 ,15 ,30 ,18.2732 ,6.3741 ,17.2719 ,1.0012 
10 ,50 ,190 ,15 ,30 ,17.3473 ,8.1182 ,18.3467 ,0.9994 
100 ,50 ,190 ,15 ,30 ,18.0771 ,6.7667 ,18.9028 ,0.8257 
20 ,50 ,190 ,15 ,30 ,17.5546 ,7.7763 ,18.4755 ,0.9209 
