Hg,Hi,Hm,Hp,He,Ib,Ir,It,|Ka|
30 ,50 ,190 ,15 ,30 ,17.7176 ,7.5741 ,18.5189 ,0.8012 
40 ,50 ,190 ,15 ,30 ,17.8889 ,7.2038 ,18.7015 ,0.8126 
50 ,50 ,190 ,15 ,30 ,18.0102 ,6.9915 ,18.7880 ,0.7778 
60 ,50 ,190 ,15 ,30 ,18.1147 ,6.7127 ,18.9433 ,0.8286 
70 ,50 ,190 ,15 ,30 ,18.1652 ,6.6151 ,18.9850 ,0.8197 
80 ,50 ,190 ,15 ,30 ,18.1830 ,6.5345 ,19.0340 ,0.8510 
90 ,50 ,190 ,15 ,30 ,18.1478 ,6.6370 ,18.9670 ,0.8192 
10 ,50 ,200 ,15 ,30 ,17.1284 ,7.6841 ,17.2874 ,0.1590 
100 ,50 ,200 ,15 ,30 ,17.9708 ,6.3205 ,17.6899 ,0.2810 
20 ,50 ,200 ,15 ,30 ,17.3057 ,7.4492 ,17.3540 ,0.0483 
30 ,50 ,200 ,15 ,30 ,17.5114 ,7.0164 ,17.5447 ,0.0333 
40 ,50 ,200 ,15 ,30 ,17.6710 ,6.7410 ,17.6454 ,0.0256 
50 ,50 ,200 ,15 ,30 ,17.8293 ,6.3610 ,17.8195 ,0.0097 
60 ,50 ,200 ,15 ,30 ,17.9355 ,6.1658 ,17.8877 ,0.0477 
70 ,50 ,200 ,15 ,30 ,18.0160 ,5.9842 ,17.9586 ,0.0574 
80 ,50 ,200 ,15 ,30 ,18.0429 ,6.0006 ,17.9152 ,0.1277 
90 ,50 ,200 ,15 ,30 ,18.0319 ,6.0696 ,17.8546 ,0.1773 
10 ,50 ,210 ,15 ,30 ,17.1027 ,7.6625 ,19.0586 ,1.9558 
100 ,50 ,210 ,15 ,30 ,17.8599 ,6.5580 ,19.3389 ,1.4790 
20 ,50 ,210 ,15 ,30 ,17.3092 ,7.3336 ,19.1717 ,1.8625 
30 ,50 ,210 ,15 ,30 ,17.4725 ,7.1492 ,19.1945 ,1.7220 
40 ,50 ,210 ,15 ,30 ,17.6439 ,6.8077 ,19.3465 ,1.7026 
50 ,50 ,210 ,15 ,30 ,17.7660 ,6.6274 ,19.3984 ,1.6324 
60 ,50 ,210 ,15 ,30 ,17.8720 ,6.3861 ,19.5151 ,1.6431 
70 ,50 ,210 ,15 ,30 ,17.9268 ,6.3256 ,19.5163 ,1.5895 
80 ,50 ,210 ,15 ,30 ,17.9493 ,6.2786 ,19.5290 ,1.5796 
90 ,50 ,210 ,15 ,30 ,17.9227 ,6.4104 ,19.4263 ,1.5036 
10 ,50 ,220 ,15 ,30 ,16.8490 ,7.2621 ,18.0310 ,1.1820 
100 ,50 ,220 ,15 ,30 ,17.6596 ,6.1908 ,18.1898 ,0.5302 
20 ,50 ,220 ,15 ,30 ,17.0175 ,7.0543 ,18.0778 ,1.0603 
30 ,50 ,220 ,15 ,30 ,17.2126 ,6.6593 ,18.2417 ,1.0291 
40 ,50 ,220 ,15 ,30 ,17.3638 ,6.4241 ,18.3112 ,0.9474 
50 ,50 ,220 ,15 ,30 ,17.5134 ,6.0878 ,18.4521 ,0.9387 
60 ,50 ,220 ,15 ,30 ,17.6152 ,5.9348 ,18.4846 ,0.8694 
70 ,50 ,220 ,15 ,30 ,17.6930 ,5.7899 ,18.5248 ,0.8318 
80 ,50 ,220 ,15 ,30 ,17.7222 ,5.8381 ,18.4507 ,0.7284 
90 ,50 ,220 ,15 ,30 ,17.7140 ,5.9263 ,18.3714 ,0.6574 
10 ,50 ,230 ,15 ,30 ,16.8136 ,7.3145 ,19.7611 ,2.9476 
100 ,50 ,230 ,15 ,30 ,17.5286 ,6.4819 ,19.8222 ,2.2936 
20 ,50 ,230 ,15 ,30 ,17.0064 ,7.0273 ,19.8462 ,2.8398 
30 ,50 ,230 ,15 ,30 ,17.1584 ,6.8857 ,19.8372 ,2.6788 
40 ,50 ,230 ,15 ,30 ,17.3185 ,6.5895 ,19.9557 ,2.6371 
50 ,50 ,230 ,15 ,30 ,17.4342 ,6.4520 ,19.9722 ,2.5380 
60 ,50 ,230 ,15 ,30 ,17.5351 ,6.2474 ,20.0591 ,2.5240 
70 ,50 ,230 ,15 ,30 ,17.5889 ,6.2183 ,20.0309 ,2.4420 
80 ,50 ,230 ,15 ,30 ,17.6119 ,6.1901 ,20.0267 ,2.4148 
90 ,50 ,230 ,15 ,30 ,17.5885 ,6.3351 ,19.9092 ,2.3206 
10 ,50 ,240 ,15 ,30 ,16.4833 ,6.9482 ,18.7412 ,2.2578 
100 ,50 ,240 ,15 ,30 ,17.2394 ,6.0866 ,18.7627 ,1.5233 
20 ,50 ,240 ,15 ,30 ,16.6330 ,6.7887 ,18.7607 ,2.1277 
30 ,50 ,240 ,15 ,30 ,16.8115 ,6.4391 ,18.8984 ,2.0870 
40 ,50 ,240 ,15 ,30 ,16.9501 ,6.2466 ,18.9396 ,1.9895 
50 ,50 ,240 ,15 ,30 ,17.0921 ,5.9432 ,19.0588 ,1.9667 
60 ,50 ,240 ,15 ,30 ,17.1896 ,5.8187 ,19.0692 ,1.8796 
70 ,50 ,240 ,15 ,30 ,17.2661 ,5.6879 ,19.0992 ,1.8331 
80 ,50 ,240 ,15 ,30 ,17.2962 ,5.7460 ,19.0157 ,1.7194 
90 ,50 ,240 ,15 ,30 ,17.2903 ,5.8293 ,18.9405 ,1.6502 
10 ,50 ,250 ,15 ,35 ,15.9017 ,7.0182 ,19.0578 ,3.1561 
100 ,50 ,250 ,15 ,35 ,16.6225 ,6.1872 ,19.0901 ,2.4676 
20 ,50 ,250 ,15 ,35 ,16.0534 ,6.8133 ,19.1003 ,3.0470 
30 ,50 ,250 ,15 ,35 ,16.2018 ,6.5897 ,19.1577 ,2.9560 
40 ,50 ,250 ,15 ,35 ,16.3436 ,6.3532 ,19.2283 ,2.8847 
50 ,50 ,250 ,15 ,35 ,16.4667 ,6.1448 ,19.2896 ,2.8229 
60 ,50 ,250 ,15 ,35 ,16.5671 ,5.9788 ,19.3343 ,2.7671 
70 ,50 ,250 ,15 ,35 ,16.6355 ,5.8958 ,19.3378 ,2.7023 
80 ,50 ,250 ,15 ,35 ,16.6695 ,5.9022 ,19.2974 ,2.6279 
90 ,50 ,250 ,15 ,35 ,16.6651 ,6.0009 ,19.2135 ,2.5484 
10 ,50 ,160 ,15 ,35 ,17.4389 ,8.8010 ,16.7741 ,0.6648 
100 ,50 ,160 ,15 ,35 ,18.0957 ,7.4275 ,17.3593 ,0.7364 
20 ,50 ,160 ,15 ,35 ,17.4754 ,8.7249 ,16.7693 ,0.7061 
30 ,50 ,160 ,15 ,35 ,17.6793 ,8.3990 ,16.8709 ,0.8084 
40 ,50 ,160 ,15 ,35 ,17.8561 ,8.0725 ,16.9992 ,0.8569 
50 ,50 ,160 ,15 ,35 ,18.0027 ,7.7572 ,17.1473 ,0.8554 
60 ,50 ,160 ,15 ,35 ,18.1106 ,7.5033 ,17.2766 ,0.8340 
70 ,50 ,160 ,15 ,35 ,18.1768 ,7.3258 ,17.3762 ,0.8006 
80 ,50 ,160 ,15 ,35 ,18.1969 ,7.2536 ,17.4230 ,0.7739 
90 ,50 ,160 ,15 ,35 ,18.1693 ,7.2904 ,17.4153 ,0.7541 
10 ,50 ,170 ,15 ,35 ,17.1904 ,8.6309 ,15.8587 ,1.3316 
100 ,50 ,170 ,15 ,35 ,17.9831 ,6.9900 ,16.5369 ,1.4463 
20 ,50 ,170 ,15 ,35 ,17.3911 ,8.3207 ,15.9506 ,1.4405 
30 ,50 ,170 ,15 ,35 ,17.5772 ,7.9849 ,16.0739 ,1.5034 
40 ,50 ,170 ,15 ,35 ,17.7451 ,7.6310 ,16.2251 ,1.5201 
50 ,50 ,170 ,15 ,35 ,17.8847 ,7.3070 ,16.3739 ,1.5108 
60 ,50 ,170 ,15 ,35 ,17.9911 ,7.0310 ,16.5096 ,1.4815 
70 ,50 ,170 ,15 ,35 ,18.0571 ,6.8522 ,16.5991 ,1.4580 
80 ,50 ,170 ,15 ,35 ,18.0787 ,6.7815 ,16.6360 ,1.4427 
90 ,50 ,170 ,15 ,35 ,18.0542 ,6.8282 ,16.6144 ,1.4398 
10 ,50 ,180 ,15 ,35 ,17.2627 ,8.1093 ,17.6665 ,0.4038 
100 ,50 ,180 ,15 ,35 ,17.8754 ,6.8846 ,18.1536 ,0.2782 
20 ,50 ,180 ,15 ,35 ,17.2920 ,8.0263 ,17.6743 ,0.3823 
30 ,50 ,180 ,15 ,35 ,17.4765 ,7.7027 ,17.7928 ,0.3164 
40 ,50 ,180 ,15 ,35 ,17.6407 ,7.3820 ,17.9281 ,0.2874 
50 ,50 ,180 ,15 ,35 ,17.7795 ,7.0776 ,18.0728 ,0.2933 
60 ,50 ,180 ,15 ,35 ,17.8837 ,6.8407 ,18.1896 ,0.3059 
70 ,50 ,180 ,15 ,35 ,17.9483 ,6.6870 ,18.2678 ,0.3195 
80 ,50 ,180 ,15 ,35 ,17.9694 ,6.6440 ,18.2868 ,0.3175 
90 ,50 ,180 ,15 ,35 ,17.9441 ,6.7138 ,18.2456 ,0.3015 
10 ,50 ,190 ,15 ,35 ,16.9722 ,8.0336 ,16.7339 ,0.2382 
100 ,50 ,190 ,15 ,35 ,17.7627 ,6.5835 ,17.2448 ,0.5179 
20 ,50 ,190 ,15 ,35 ,17.1601 ,7.7239 ,16.8375 ,0.3226 
30 ,50 ,190 ,15 ,35 ,17.3387 ,7.3929 ,16.9632 ,0.3755 
40 ,50 ,190 ,15 ,35 ,17.5029 ,7.0500 ,17.1075 ,0.3954 
50 ,50 ,190 ,15 ,35 ,17.6415 ,6.7439 ,17.2412 ,0.4002 
60 ,50 ,190 ,15 ,35 ,17.7486 ,6.4932 ,17.3536 ,0.3949 
70 ,50 ,190 ,15 ,35 ,17.8162 ,6.3451 ,17.4139 ,0.4023 
80 ,50 ,190 ,15 ,35 ,17.8423 ,6.3089 ,17.4166 ,0.4257 
90 ,50 ,190 ,15 ,35 ,17.8242 ,6.3900 ,17.3590 ,0.4652 
10 ,50 ,200 ,15 ,35 ,16.9842 ,7.6440 ,18.4753 ,1.4911 
100 ,50 ,200 ,15 ,35 ,17.6388 ,6.6435 ,18.7065 ,1.0677 
20 ,50 ,200 ,15 ,35 ,17.0273 ,7.5559 ,18.4711 ,1.4438 
30 ,50 ,200 ,15 ,35 ,17.2102 ,7.2454 ,18.5769 ,1.3667 
40 ,50 ,200 ,15 ,35 ,17.3741 ,6.9456 ,18.6913 ,1.3173 
50 ,50 ,200 ,15 ,35 ,17.5137 ,6.6698 ,18.8073 ,1.2935 
60 ,50 ,200 ,15 ,35 ,17.6193 ,6.4669 ,18.8901 ,1.2708 
70 ,50 ,200 ,15 ,35 ,17.6873 ,6.3507 ,18.9301 ,1.2427 
80 ,50 ,200 ,15 ,35 ,17.7136 ,6.3441 ,18.9102 ,1.1966 
90 ,50 ,200 ,15 ,35 ,17.6968 ,6.4470 ,18.8313 ,1.1345 
10 ,50 ,210 ,15 ,35 ,16.7005 ,7.5652 ,17.5456 ,0.8451 
100 ,50 ,210 ,15 ,35 ,17.4879 ,6.3960 ,17.8064 ,0.3185 
20 ,50 ,210 ,15 ,35 ,16.8841 ,7.2729 ,17.6354 ,0.7513 
30 ,50 ,210 ,15 ,35 ,17.0580 ,6.9678 ,17.7405 ,0.6825 
40 ,50 ,210 ,15 ,35 ,17.2177 ,6.6589 ,17.8574 ,0.6397 
50 ,50 ,210 ,15 ,35 ,17.3517 ,6.3918 ,17.9593 ,0.6076 
60 ,50 ,210 ,15 ,35 ,17.4567 ,6.1828 ,18.0365 ,0.5798 
70 ,50 ,210 ,15 ,35 ,17.5245 ,6.0749 ,18.0614 ,0.5369 
80 ,50 ,210 ,15 ,35 ,17.5537 ,6.0746 ,18.0301 ,0.4764 
90 ,50 ,210 ,15 ,35 ,17.5415 ,6.1837 ,17.9434 ,0.4019 
10 ,50 ,220 ,15 ,35 ,16.6633 ,7.2683 ,19.2753 ,2.6120 
100 ,50 ,220 ,15 ,35 ,17.3075 ,6.5396 ,19.2654 ,1.9578 
20 ,50 ,220 ,15 ,35 ,16.7228 ,7.1841 ,19.2491 ,2.5263 
30 ,50 ,220 ,15 ,35 ,16.8947 ,6.9141 ,19.3279 ,2.4332 
40 ,50 ,220 ,15 ,35 ,17.0478 ,6.6585 ,19.4112 ,2.3634 
50 ,50 ,220 ,15 ,35 ,17.1795 ,6.4285 ,19.4929 ,2.3134 
60 ,50 ,220 ,15 ,35 ,17.2796 ,6.2684 ,19.5415 ,2.2618 
70 ,50 ,220 ,15 ,35 ,17.3462 ,6.1896 ,19.5491 ,2.2029 
80 ,50 ,220 ,15 ,35 ,17.3734 ,6.2121 ,19.5020 ,2.1286 
90 ,50 ,220 ,15 ,35 ,17.3607 ,6.3342 ,19.4025 ,2.0418 
10 ,50 ,230 ,15 ,35 ,16.3771 ,7.1859 ,18.3279 ,1.9508 
100 ,50 ,230 ,15 ,35 ,17.1071 ,6.2887 ,18.4038 ,1.2967 
20 ,50 ,230 ,15 ,35 ,16.5426 ,6.9400 ,18.3927 ,1.8501 
30 ,50 ,230 ,15 ,35 ,16.7003 ,6.6829 ,18.4701 ,1.7698 
40 ,50 ,230 ,15 ,35 ,16.8467 ,6.4213 ,18.5573 ,1.7106 
50 ,50 ,230 ,15 ,35 ,16.9709 ,6.1972 ,18.6302 ,1.6593 
60 ,50 ,230 ,15 ,35 ,17.0702 ,6.0248 ,18.6805 ,1.6103 
70 ,50 ,230 ,15 ,35 ,17.1361 ,5.9445 ,18.6835 ,1.5473 
80 ,50 ,230 ,15 ,35 ,17.1660 ,5.9619 ,18.6365 ,1.4705 
90 ,50 ,230 ,15 ,35 ,17.1566 ,6.0786 ,18.5415 ,1.3849 
10 ,50 ,240 ,15 ,35 ,16.2290 ,7.0244 ,20.0700 ,3.8410 
100 ,50 ,240 ,15 ,35 ,16.8637 ,6.4411 ,19.9418 ,3.0780 
20 ,50 ,240 ,15 ,35 ,16.3057 ,6.9438 ,20.0249 ,3.7193 
30 ,50 ,240 ,15 ,35 ,16.4617 ,6.7200 ,20.0777 ,3.6160 
40 ,50 ,240 ,15 ,35 ,16.6038 ,6.5047 ,20.1361 ,3.5323 
50 ,50 ,240 ,15 ,35 ,16.7289 ,6.3074 ,20.1952 ,3.4663 
60 ,50 ,240 ,15 ,35 ,16.8263 ,6.1708 ,20.2259 ,3.3996 
70 ,50 ,240 ,15 ,35 ,16.8926 ,6.1058 ,20.2216 ,3.3290 
80 ,50 ,240 ,15 ,35 ,16.9217 ,6.1321 ,20.1694 ,3.2477 
90 ,50 ,240 ,15 ,35 ,16.9123 ,6.2488 ,20.0717 ,3.1594 
10 ,50 ,250 ,20 ,15 ,17.0665 ,6.4808 ,18.4361 ,1.3696 
100 ,50 ,250 ,20 ,15 ,17.8423 ,5.5883 ,18.4719 ,0.6296 
20 ,50 ,250 ,20 ,15 ,17.2252 ,6.3579 ,18.4150 ,1.1898 
30 ,50 ,250 ,20 ,15 ,17.4127 ,6.0284 ,18.5281 ,1.1153 
40 ,50 ,250 ,20 ,15 ,17.5594 ,5.8511 ,18.5508 ,0.9915 
50 ,50 ,250 ,20 ,15 ,17.7061 ,5.5448 ,18.6697 ,0.9636 
60 ,50 ,250 ,20 ,15 ,17.8072 ,5.4139 ,18.6852 ,0.8780 
70 ,50 ,250 ,20 ,15 ,17.8830 ,5.2629 ,18.7334 ,0.8504 
80 ,50 ,250 ,20 ,15 ,17.9107 ,5.2994 ,18.6712 ,0.7605 
90 ,50 ,250 ,20 ,15 ,17.8995 ,5.3558 ,18.6229 ,0.7235 
10 ,50 ,160 ,20 ,15 ,18.0492 ,8.7467 ,16.4929 ,1.5563 
100 ,50 ,160 ,20 ,15 ,18.9924 ,7.0695 ,17.1411 ,1.8514 
20 ,50 ,160 ,20 ,15 ,18.3111 ,8.3870 ,16.5797 ,1.7314 
30 ,50 ,160 ,20 ,15 ,18.5217 ,8.1651 ,16.5932 ,1.9285 
40 ,50 ,160 ,20 ,15 ,18.7277 ,7.7689 ,16.7631 ,1.9646 
50 ,50 ,160 ,20 ,15 ,18.8785 ,7.5261 ,16.8489 ,2.0296 
60 ,50 ,160 ,20 ,15 ,19.0028 ,7.2085 ,17.0203 ,1.9825 
70 ,50 ,160 ,20 ,15 ,19.0702 ,7.0667 ,17.0884 ,1.9818 
80 ,50 ,160 ,20 ,15 ,19.0963 ,6.9371 ,17.1755 ,1.9208 
90 ,50 ,160 ,20 ,15 ,19.0667 ,6.9880 ,17.1545 ,1.9122 
10 ,50 ,170 ,20 ,15 ,18.0582 ,8.1358 ,15.4610 ,2.5971 
100 ,50 ,170 ,20 ,15 ,18.9153 ,6.4675 ,16.1169 ,2.7984 
20 ,50 ,170 ,20 ,15 ,18.2641 ,7.9250 ,15.4821 ,2.7819 
30 ,50 ,170 ,20 ,15 ,18.4859 ,7.4956 ,15.6566 ,2.8292 
40 ,50 ,170 ,20 ,15 ,18.6574 ,7.2139 ,15.7557 ,2.9017 
50 ,50 ,170 ,20 ,15 ,18.8188 ,6.8017 ,15.9558 ,2.8631 
60 ,50 ,170 ,20 ,15 ,18.9256 ,6.5650 ,16.0621 ,2.8635 
70 ,50 ,170 ,20 ,15 ,19.0012 ,6.3233 ,16.1877 ,2.8135 
80 ,50 ,170 ,20 ,15 ,19.0195 ,6.2752 ,16.2072 ,2.8123 
90 ,50 ,170 ,20 ,15 ,18.9947 ,6.2785 ,16.2122 ,2.7825 
10 ,50 ,180 ,20 ,15 ,17.9832 ,7.9425 ,17.3834 ,0.5998 
100 ,50 ,180 ,20 ,15 ,18.8191 ,6.4049 ,18.0020 ,0.8171 
20 ,50 ,180 ,20 ,15 ,18.2142 ,7.5850 ,17.4992 ,0.7149 
30 ,50 ,180 ,20 ,15 ,18.3985 ,7.3678 ,17.5342 ,0.8643 
40 ,50 ,180 ,20 ,15 ,18.5877 ,6.9771 ,17.7154 ,0.8723 
50 ,50 ,180 ,20 ,15 ,18.7248 ,6.7441 ,17.8050 ,0.9197 
60 ,50 ,180 ,20 ,15 ,18.8413 ,6.4403 ,17.9700 ,0.8713 
70 ,50 ,180 ,20 ,15 ,18.9024 ,6.3181 ,18.0254 ,0.8769 
80 ,50 ,180 ,20 ,15 ,18.9257 ,6.2125 ,18.0921 ,0.8336 
90 ,50 ,180 ,20 ,15 ,18.8930 ,6.2924 ,18.0457 ,0.8473 
10 ,50 ,190 ,20 ,15 ,17.9210 ,7.4733 ,16.3096 ,1.6114 
100 ,50 ,190 ,20 ,15 ,18.7469 ,5.9730 ,16.8401 ,1.9068 
20 ,50 ,190 ,20 ,15 ,18.1066 ,7.2646 ,16.3474 ,1.7592 
30 ,50 ,190 ,20 ,15 ,18.3166 ,6.8399 ,16.5276 ,1.7891 
40 ,50 ,190 ,20 ,15 ,18.4792 ,6.5668 ,16.6260 ,1.8533 
50 ,50 ,190 ,20 ,15 ,18.6382 ,6.1693 ,16.8147 ,1.8235 
60 ,50 ,190 ,20 ,15 ,18.7430 ,5.9528 ,16.9040 ,1.8390 
70 ,50 ,190 ,20 ,15 ,18.8194 ,5.7371 ,17.0051 ,1.8143 
80 ,50 ,190 ,20 ,15 ,18.8399 ,5.7188 ,16.9960 ,1.8438 
90 ,50 ,190 ,20 ,15 ,18.8199 ,5.7528 ,16.9696 ,1.8503 
10 ,50 ,200 ,20 ,15 ,17.7960 ,7.4084 ,18.1459 ,0.3499 
100 ,50 ,200 ,20 ,15 ,18.6660 ,6.0649 ,18.5457 ,0.1203 
20 ,50 ,200 ,20 ,15 ,18.0218 ,7.0561 ,18.2592 ,0.2374 
30 ,50 ,200 ,20 ,15 ,18.2034 ,6.8476 ,18.2861 ,0.0827 
40 ,50 ,200 ,20 ,15 ,18.3944 ,6.4736 ,18.4479 ,0.0535 
50 ,50 ,200 ,20 ,15 ,18.5343 ,6.2619 ,18.5133 ,0.0210 
60 ,50 ,200 ,20 ,15 ,18.6560 ,5.9860 ,18.6470 ,0.0090 
70 ,50 ,200 ,20 ,15 ,18.7232 ,5.8945 ,18.6679 ,0.0553 
80 ,50 ,200 ,20 ,15 ,18.7536 ,5.8200 ,18.6999 ,0.0536 
90 ,50 ,200 ,20 ,15 ,18.7302 ,5.9300 ,18.6178 ,0.1124 
10 ,50 ,210 ,20 ,15 ,17.7025 ,7.0256 ,17.0621 ,0.6404 
100 ,50 ,210 ,20 ,15 ,18.5536 ,5.7558 ,17.3565 ,1.1971 
20 ,50 ,210 ,20 ,15 ,17.8858 ,6.8260 ,17.0898 ,0.7960 
30 ,50 ,210 ,20 ,15 ,18.0954 ,6.4205 ,17.2500 ,0.8455 
40 ,50 ,210 ,20 ,15 ,18.2579 ,6.1707 ,17.3240 ,0.9339 
50 ,50 ,210 ,20 ,15 ,18.4174 ,5.8047 ,17.4825 ,0.9348 
60 ,50 ,210 ,20 ,15 ,18.5242 ,5.6215 ,17.5386 ,0.9856 
70 ,50 ,210 ,20 ,15 ,18.6041 ,5.4404 ,17.6069 ,0.9972 
80 ,50 ,210 ,20 ,15 ,18.6304 ,5.4549 ,17.5639 ,1.0665 
90 ,50 ,210 ,20 ,15 ,18.6171 ,5.5145 ,17.5112 ,1.1059 
10 ,50 ,220 ,20 ,15 ,17.5535 ,7.0364 ,18.8559 ,1.3024 
100 ,50 ,220 ,20 ,15 ,18.4259 ,5.9476 ,19.0153 ,0.5894 
20 ,50 ,220 ,20 ,15 ,17.7756 ,6.7079 ,18.9483 ,1.1727 
30 ,50 ,220 ,20 ,15 ,17.9537 ,6.5267 ,18.9501 ,0.9964 
40 ,50 ,220 ,20 ,15 ,18.1417 ,6.1883 ,19.0809 ,0.9392 
50 ,50 ,220 ,20 ,15 ,18.2798 ,6.0129 ,19.1124 ,0.8325 
60 ,50 ,220 ,20 ,15 ,18.4008 ,5.7743 ,19.2127 ,0.8119 
70 ,50 ,220 ,20 ,15 ,18.4700 ,5.7174 ,19.1994 ,0.7293 
80 ,50 ,220 ,20 ,15 ,18.5032 ,5.6703 ,19.2052 ,0.7020 
90 ,50 ,220 ,20 ,15 ,18.4855 ,5.8028 ,19.0983 ,0.6128 
10 ,50 ,230 ,20 ,15 ,17.4410 ,6.6859 ,17.7675 ,0.3265 
100 ,50 ,230 ,20 ,15 ,18.2569 ,5.6690 ,17.8685 ,0.3884 
20 ,50 ,230 ,20 ,15 ,17.6145 ,6.5203 ,17.7710 ,0.1565 
30 ,50 ,230 ,20 ,15 ,17.8134 ,6.1551 ,17.9037 ,0.0903 
40 ,50 ,230 ,20 ,15 ,17.9674 ,5.9454 ,17.9476 ,0.0199 
50 ,50 ,230 ,20 ,15 ,18.1201 ,5.6185 ,18.0776 ,0.0425 
60 ,50 ,230 ,20 ,15 ,18.2237 ,5.4708 ,18.1046 ,0.1191 
70 ,50 ,230 ,20 ,15 ,18.3014 ,5.3169 ,18.1520 ,0.1494 
80 ,50 ,230 ,20 ,15 ,18.3290 ,5.3536 ,18.0889 ,0.2401 
90 ,50 ,230 ,20 ,15 ,18.3170 ,5.4228 ,18.0292 ,0.2878 
10 ,50 ,240 ,20 ,15 ,17.2393 ,6.7626 ,19.5625 ,2.3233 
100 ,50 ,240 ,20 ,15 ,18.0592 ,5.8829 ,19.5832 ,1.5240 
20 ,50 ,240 ,20 ,15 ,17.4456 ,6.4776 ,19.6301 ,2.1845 
30 ,50 ,240 ,20 ,15 ,17.6111 ,6.3388 ,19.6042 ,1.9930 
40 ,50 ,240 ,20 ,15 ,17.7882 ,6.0393 ,19.7099 ,1.9217 
50 ,50 ,240 ,20 ,15 ,17.9191 ,5.8991 ,19.7156 ,1.7965 
60 ,50 ,240 ,20 ,15 ,18.0355 ,5.6861 ,19.7977 ,1.7621 
70 ,50 ,240 ,20 ,15 ,18.1026 ,5.6498 ,19.7678 ,1.6652 
80 ,50 ,240 ,20 ,15 ,18.1347 ,5.6105 ,19.7690 ,1.6343 
90 ,50 ,240 ,20 ,15 ,18.1179 ,5.7466 ,19.6581 ,1.5401 
10 ,50 ,250 ,20 ,20 ,16.9556 ,6.5082 ,18.1083 ,1.1528 
100 ,50 ,250 ,20 ,20 ,17.6127 ,5.8377 ,18.0179 ,0.4052 
20 ,50 ,250 ,20 ,20 ,17.0407 ,6.4441 ,18.0662 ,1.0255 
30 ,50 ,250 ,20 ,20 ,17.2069 ,6.2303 ,18.1068 ,0.8999 
40 ,50 ,250 ,20 ,20 ,17.3582 ,6.0145 ,18.1545 ,0.7963 
50 ,50 ,250 ,20 ,20 ,17.4895 ,5.8068 ,18.2053 ,0.7157 
60 ,50 ,250 ,20 ,20 ,17.5905 ,5.6535 ,18.2344 ,0.6439 
70 ,50 ,250 ,20 ,20 ,17.6573 ,5.5666 ,18.2365 ,0.5791 
80 ,50 ,250 ,20 ,20 ,17.6840 ,5.5699 ,18.1991 ,0.5150 
90 ,50 ,250 ,20 ,20 ,17.6687 ,5.6641 ,18.1231 ,0.4544 
10 ,50 ,160 ,20 ,20 ,17.9597 ,8.6969 ,15.9684 ,1.9913 
100 ,50 ,160 ,20 ,20 ,18.8542 ,7.0231 ,16.6360 ,2.2181 
20 ,50 ,160 ,20 ,20 ,18.1940 ,8.4149 ,16.0189 ,2.1752 
30 ,50 ,160 ,20 ,20 ,18.4064 ,8.1021 ,16.1117 ,2.2947 
40 ,50 ,160 ,20 ,20 ,18.5947 ,7.7646 ,16.2446 ,2.3501 
50 ,50 ,160 ,20 ,20 ,18.7476 ,7.4478 ,16.3865 ,2.3611 
60 ,50 ,160 ,20 ,20 ,18.8625 ,7.1685 ,16.5264 ,2.3361 
70 ,50 ,160 ,20 ,20 ,18.9329 ,6.9760 ,16.6280 ,2.3050 
80 ,50 ,160 ,20 ,20 ,18.9554 ,6.8810 ,16.6844 ,2.2711 
90 ,50 ,160 ,20 ,20 ,18.9297 ,6.8967 ,16.6866 ,2.2431 
10 ,50 ,170 ,20 ,20 ,18.1138 ,8.0355 ,15.1376 ,2.9761 
100 ,50 ,170 ,20 ,20 ,18.7528 ,6.6809 ,15.6802 ,3.0726 
20 ,50 ,170 ,20 ,20 ,18.1446 ,7.9756 ,15.1520 ,2.9926 
30 ,50 ,170 ,20 ,20 ,18.3455 ,7.6584 ,15.2593 ,3.0862 
40 ,50 ,170 ,20 ,20 ,18.5209 ,7.3347 ,15.3852 ,3.1357 
50 ,50 ,170 ,20 ,20 ,18.6672 ,7.0172 ,15.5231 ,3.1441 
60 ,50 ,170 ,20 ,20 ,18.7752 ,6.7596 ,15.6393 ,3.1359 
70 ,50 ,170 ,20 ,20 ,18.8407 ,6.5777 ,15.7248 ,3.1159 
80 ,50 ,170 ,20 ,20 ,18.8596 ,6.5030 ,15.7599 ,3.0997 
90 ,50 ,170 ,20 ,20 ,18.8295 ,6.5400 ,15.7429 ,3.0866 
10 ,50 ,180 ,20 ,20 ,17.8642 ,7.9147 ,16.8564 ,1.0078 
100 ,50 ,180 ,20 ,20 ,18.6579 ,6.3915 ,17.4770 ,1.1808 
20 ,50 ,180 ,20 ,20 ,18.0682 ,7.6346 ,16.9350 ,1.1332 
30 ,50 ,180 ,20 ,20 ,18.2582 ,7.3251 ,17.0472 ,1.2109 
40 ,50 ,180 ,20 ,20 ,18.4293 ,6.9936 ,17.1905 ,1.2388 
50 ,50 ,180 ,20 ,20 ,18.5709 ,6.6869 ,17.3337 ,1.2372 
60 ,50 ,180 ,20 ,20 ,18.6776 ,6.4234 ,17.4657 ,1.2119 
70 ,50 ,180 ,20 ,20 ,18.7424 ,6.2524 ,17.5519 ,1.1905 
80 ,50 ,180 ,20 ,20 ,18.7611 ,6.1846 ,17.5858 ,1.1753 
90 ,50 ,180 ,20 ,20 ,18.7331 ,6.2315 ,17.5602 ,1.1729 
